7.570132801726359162e-07,1.296599258182595804e-06,1.660519018953365844e-06,1.885991481431759098e-06,2.005584672559734827e-06,2.047232146473731973e-06,2.034361884839519519e-06,1.986122684205504640e-06,1.917691332509185997e-06,1.840642828820904242e-06,1.763365505724756588e-06,1.691503162648544389e-06,1.628407139686594007e-06,1.575582629809169077e-06,1.533115318808064842e-06,1.500066601378691189e-06,1.474828019931706535e-06,1.455428104479850049e-06,1.439787375212553400e-06,1.425919751940618596e-06,1.412080965157436196e-06,1.396866634251203720e-06,1.379264455758644203e-06,1.358666351092274738e-06,1.334847422151952401e-06,1.307919172188753976e-06,1.278264643134185974e-06,1.246462937309900099e-06,1.213210076511650470e-06,1.179242350768383574e-06,1.145267276736472439e-06,1.111906111628258031e-06,1.079650610358307006e-06,1.048835437722495101e-06,1.019626441112198023e-06,9.920238873695197412e-07,9.658788415745078737e-07,9.409201358612229171e-07,9.167888797567691483e-07,8.930772083526328231e-07,8.693679360294304104e-07,8.452719885143622491e-07,8.204608729911466725e-07,7.946919966528298573e-07,7.678253023390979592e-07,7.398304172623326735e-07,7.107842495412963757e-07,6.808596750840223422e-07,6.503065902441207413e-07,6.194271175985477385e-07,5.885471295596911290e-07,5.579864614940754919e-07,5.280302230181721512e-07,4.989034861901942008e-07,4.707513358431780759e-07,4.436258441431473187e-07,4.174809982021576715e-07,3.921760084318881567e-07,3.674867951053428783e-07,3.431248310065138085e-07,3.187619519243178878e-07,2.940592719463674953e-07,2.686979852853377260e-07,2.424096316108736993e-07,2.150033572012599592e-07,1.863878314120603896e-07,1.565857700065731439e-07,1.257394615546136851e-07,9.410626839595481741e-08,6.204374699420034389e-08,2.998476848065090294e-08,-1.596222914262979131e-09,-3.222394362803471246e-08,-6.146746039589756627e-08,-8.898674158479280560e-08,-1.145770633214499012e-07,-1.382075254640485751e-07,-1.600498905525438165e-07,-1.804941258268591420e-07,-2.001474052543486537e-07,-2.198139068872867474e-07,-2.404535014849384922e-07,-2.631183420179553090e-07,-2.888673938895511273e-07,-3.186600485011181760e-07,-3.532310891350524951e-07,-3.929503777800463782e-07,-4.376716526842579225e-07,-4.865757199236202257e-07,-5.380140442239143145e-07,-5.893592547993615344e-07,-6.368693530507413963e-07,-6.755724181815424972e-07,-6.991783458192880885e-07,-7.000236234336841556e-07,-6.690543583581093356e-07,-5.958517512183198611e-07,-4.687029830820069534e-07,-2.747191000775843321e-07,8.548717289613705361e-15
1.296599279720922482e-06,2.220859590118529070e-06,2.844267975143921490e-06,3.230545876142798534e-06,3.435460020795311209e-06,3.506847856660222362e-06,3.484835916389705801e-06,3.402225472348696655e-06,3.285016904719384456e-06,3.153042399173244803e-06,3.020675895526458987e-06,2.897589616912554789e-06,2.789527918545253726e-06,2.699071511846895532e-06,2.626368203251239208e-06,2.569809965935476725e-06,2.526640276778735483e-06,2.493479996812375532e-06,2.466764484454486706e-06,2.443088911618929160e-06,2.419462762914825760e-06,2.393478072515442534e-06,2.363398991733767218e-06,2.328182698296821229e-06,2.287443387483101276e-06,2.241372114575312935e-06,2.190625611575569565e-06,2.136196879276575089e-06,2.079279484701324066e-06,2.021136108032450807e-06,1.962980131553493379e-06,1.905877039909409376e-06,1.850670239944562923e-06,1.797933732505807569e-06,1.747951985264784014e-06,1.700725475450859392e-06,1.655998774496847403e-06,1.613306801206970675e-06,1.572034013463952107e-06,1.531480867844603466e-06,1.490931837266895599e-06,1.449719614687872138e-06,1.407280806886568314e-06,1.363199358339617362e-06,1.317235081454981582e-06,1.269335911796565242e-06,1.219633778637430055e-06,1.168425193848188215e-06,1.116138746232175905e-06,1.063292571906737649e-06,1.010445511179236533e-06,9.581460225505100681e-07,9.068829858877025529e-07,8.570423015302752745e-07,8.088726911603671965e-07,7.624633765190846901e-07,7.177353997661617413e-07,6.744473155795294161e-07,6.322149053439307664e-07,5.905435005171266738e-07,5.488705323922205004e-07,5.066151099811233571e-07,4.632308232277448923e-07,4.182576137171101216e-07,3.713684850192855436e-07,3.224070401555700904e-07,2.714123382915878402e-07,2.186283259396348821e-07,1.644960845106901992e-07,1.096282922045943575e-07,5.476655931882512540e-08,7.235933623117585256e-10,-5.168659569440570145e-08,-1.017260987355717017e-07,-1.488128155268525488e-07,-1.925964580283545668e-07,-2.330244359867450488e-07,-2.703911439767142655e-07,-3.053644588111442681e-07,-3.389839068057565186e-07,-3.726259544386753553e-07,-4.079331833335697599e-07,-4.467056773649336066e-07,-4.907547168113077229e-07,-5.417207630904405380e-07,-6.008596460313486709e-07,-6.688027460732826057e-07,-7.452987080677417331e-07,-8.289457477704889610e-07,-9.169248401880505939e-07,-1.004744944837565948e-06,-1.086011876414100588e-06,-1.152232434597317765e-06,-1.192664948660706811e-06,-1.194226471821482546e-06,-1.141465500538473878e-06,-1.016607333871838263e-06,-7.996770831261148724e-07,-4.687029671623411942e-07,2.831068712794149178e-14
1.660519008517269413e-06,2.844267944501766010e-06,3.642762370748009459e-06,4.137584413310690934e-06,4.400138112869989016e-06,4.491679783891200373e-06,4.463595705939127356e-06,4.357894335504930439e-06,4.207876456496784101e-06,4.038944350526207927e-06,3.869510181941926419e-06,3.711964289498936864e-06,3.573665881551058021e-06,3.457921597060931163e-06,3.364921329795933502e-06,3.292605436966411503e-06,3.237442713910354541e-06,3.195104089970257633e-06,3.161022655295830930e-06,3.130836111586710047e-06,3.100712887227352610e-06,3.067567734160725479e-06,3.029176528945853875e-06,2.984203096190185533e-06,2.932153089107991661e-06,2.873271299774771137e-06,2.808399197196109753e-06,2.738809115943041661e-06,2.666030368358995872e-06,2.591680808405882885e-06,2.517315102368300472e-06,2.444298392689780997e-06,2.373711254055610453e-06,2.306289061504429583e-06,2.242396215268449566e-06,2.182033258801840958e-06,2.124872879760708599e-06,2.070319188751668094e-06,2.017583569768888196e-06,1.965769837630748640e-06,1.913961381383444404e-06,1.861303414507631260e-06,1.807074313020518019e-06,1.750741225492458142e-06,1.691996598329748025e-06,1.630773847433042434e-06,1.567242040395600000e-06,1.501781006413294151e-06,1.434939678690572151e-06,1.367381606443007769e-06,1.299822392469840437e-06,1.232964269987091299e-06,1.167433113236082676e-06,1.103722882839219821e-06,1.042151866123552928e-06,9.828341349243929770e-07,9.256684745800880521e-07,8.703457136521874915e-07,8.163740001926322876e-07,7.631202095376155015e-07,7.098644279335264429e-07,6.558634135234164830e-07,6.004181632365823695e-07,5.429402648651771024e-07,4.830116224971425787e-07,4.204324261375402827e-07,3.552528818895339668e-07,2.877851995111702088e-07,2.185935983577136366e-07,1.484615731982275033e-07,7.833727498629539099e-08,9.259520671045518014e-09,-5.773145149781666596e-08,-1.216929090309959438e-07,-1.818814477395902518e-07,-2.378500268736954970e-07,-2.895320232194215082e-07,-3.373040311852038009e-07,-3.820195137865800561e-07,-4.250062477575977660e-07,-4.680217837284630922e-07,-5.131628190305562165e-07,-5.627263879029106852e-07,-6.190230342085351056e-07,-6.841445461978554188e-07,-7.596912942791148038e-07,-8.464666107961017760e-07,-9.441478719110149576e-07,-1.050945878211528850e-06,-1.163265687568072054e-06,-1.275383143848479728e-06,-1.379151908217478989e-06,-1.463755787854551307e-06,-1.515520554179732721e-06,-1.517798248017957624e-06,-1.450935216643989625e-06,-1.292332863776649368e-06,-1.016607395139777770e-06,-5.958517993694730647e-07,-6.328271240363392280e-15
1.885991509298357016e-06,3.230545885579694243e-06,4.137584453944853635e-06,4.699751557923903533e-06,4.998135594069808008e-06,5.102302514270462552e-06,5.070610405000230969e-06,4.950767873324046775e-06,4.780594681896843667e-06,4.588940415439779485e-06,4.396715945209628273e-06,4.217993030408706545e-06,4.061129436849775232e-06,3.929880319497591756e-06,3.824461101586962286e-06,3.742532428852030080e-06,3.680083779156184676e-06,3.632198622316451520e-06,3.593690463099541432e-06,3.559605329828130493e-06,3.525592113917674908e-06,3.488147378716277558e-06,3.444745678704563829e-06,3.393869960510720318e-06,3.334959125633751853e-06,3.268291355107422191e-06,3.194822285168541498e-06,3.115996681457566808e-06,3.033550968090104050e-06,2.949321963985340744e-06,2.865074619107232934e-06,2.782358597075429429e-06,2.702400409226868305e-06,2.626034627639661778e-06,2.553674678884565452e-06,2.485320981349126157e-06,2.420601864505655954e-06,2.358840899774339306e-06,2.299143028017258672e-06,2.240491229432706177e-06,2.181845427495776590e-06,2.122235817969553295e-06,2.060843792506261707e-06,1.997065001146935970e-06,1.930550743101111522e-06,1.861225691290879780e-06,1.789281802971887103e-06,1.715150030862089281e-06,1.639453026197612573e-06,1.562943305277730843e-06,1.486432278208216218e-06,1.410716059524474986e-06,1.336504060811538608e-06,1.264356038949143723e-06,1.194632536477557849e-06,1.127462590580496915e-06,1.062731254677928838e-06,1.000087978417218970e-06,9.389753198585371052e-07,8.786759229245655334e-07,8.183742877254651660e-07,7.572286822576934640e-07,6.944476712150704500e-07,6.293652319785958404e-07,5.615083300755663309e-07,4.906511497024257373e-07,4.168509115734519987e-07,3.404613240914899919e-07,2.621211489459152055e-07,1.827170400051092436e-07,1.033216426582495018e-07,2.510981683689905708e-08,-5.074234153343293308e-08,-1.231693635278530152e-07,-1.913314686234623974e-07,-2.547241336088579278e-07,-3.132729090391667137e-07,-3.674041438497116507e-07,-4.180827169047995895e-07,-4.668088331924447054e-07,-5.155673967211643616e-07,-5.667253765682944699e-07,-6.228748579218193471e-07,-6.866220293878094738e-07,-7.603250865581903661e-07,-8.457868114391045578e-07,-9.439102899994056273e-07,-1.054328728387725345e-06,-1.175022502796028295e-06,-1.301938316536875584e-06,-1.428626549261190898e-06,-1.545913493836929137e-06,-1.641625138152974159e-06,-1.700378441194493051e-06,-1.703454677838382725e-06,-1.628767423375110726e-06,-1.450935171255817238e-06,-1.141465512457325200e-06,-6.690543572388874330e-07,2.819966482547897613e-14
2.005584709974250757e-06,3.435460039558080325e-06,4.400138160942645982e-06,4.998135599176833921e-06,5.315677222617054554e-06,5.426732587743288150e-06,5.393351219296071974e-06,5.266257146918640331e-06,5.085658466574827230e-06,4.882224875268903475e-06,4.678185047346516967e-06,4.488496341048531235e-06,4.322041505910867443e-06,4.182810646069512472e-06,4.071031469932151481e-06,3.984216561336850759e-06,3.918102778110998941e-06,3.867464619999871900e-06,3.826790244132460828e-06,3.790815439441708179e-06,3.754917084153319706e-06,3.715373142809674789e-06,3.669500972969252928e-06,3.615689445624070686e-06,3.553343059792268832e-06,3.482757827688587327e-06,3.404949233232201777e-06,3.321452083371312369e-06,3.234110697247771782e-06,3.144875739824470884e-06,3.055621286773835266e-06,2.967992568714272750e-06,2.883291505106910790e-06,2.802403759827321039e-06,2.725767836331272065e-06,2.653383822159849359e-06,2.584856924836564929e-06,2.519469024298004456e-06,2.456270148498695960e-06,2.394181103371195718e-06,2.332098437696217275e-06,2.268993453180545572e-06,2.203998020422481829e-06,2.136471413782814466e-06,2.066044137216671572e-06,1.992636633918465350e-06,1.916452736616669483e-06,1.837949584887477172e-06,1.757787404244037788e-06,1.676763898977862155e-06,1.595738991916340055e-06,1.515556187076105843e-06,1.436966921730675750e-06,1.360563912061740766e-06,1.286728721489049931e-06,1.215597646556099143e-06,1.147048604488443146e-06,1.080710114814698031e-06,1.015991802424953683e-06,9.521342185514480860e-07,8.882742893456807565e-07,8.235214564583648311e-07,7.570386551802865682e-07,6.881217452722743211e-07,6.162709127802146192e-07,5.412479098867994942e-07,4.631137844324229036e-07,3.822429360464396630e-07,2.993108564469659783e-07,2.152546902459140377e-07,1.312076856538335612e-07,4.841058654295182784e-08,-3.189507073383945901e-08,-1.085850642144892131e-07,-1.807738665392244481e-07,-2.479301177311932225e-07,-3.099764214510580818e-07,-3.673636257556234241e-07,-4.211102262747373759e-07,-4.727985570898707302e-07,-5.245209827673541492e-07,-5.787713271317163066e-07,-6.382791838590445854e-07,-7.057874602863639657e-07,-7.837763851192489084e-07,-8.741401395532741314e-07,-9.778251117975589324e-07,-1.094441396647626019e-06,-1.221861432801861491e-06,-1.355821481485892932e-06,-1.489542895761249847e-06,-1.613390743154981266e-06,-1.714587268857991481e-06,-1.776996904927956658e-06,-1.780998048746349621e-06,-1.703454689504614941e-06,-1.517798217087621207e-06,-1.194226495871255136e-06,-7.000236362358349881e-07,3.608224830031758756e-14
2.047232223301165277e-06,3.506847914613864248e-06,4.491679869156328664e-06,5.102302554238491439e-06,5.426732622604291123e-06,5.540468634435136153e-06,5.506835813795518675e-06,5.377595246769395487e-06,5.193772300904342387e-06,4.986656181649173902e-06,4.778921463000074255e-06,4.585823078939732511e-06,4.416418505681640738e-06,4.274774549783977307e-06,4.161121036627690728e-06,4.072919533415486626e-06,4.005821754415883618e-06,3.954499171898717691e-06,3.913332342508901718e-06,3.876955221526756645e-06,3.840656075948523096e-06,3.800642251916563907e-06,3.754180843196230910e-06,3.699631117903834365e-06,3.636387270189445076e-06,3.564751692386458615e-06,3.485759476062888496e-06,3.400974356027042234e-06,3.312274895583833256e-06,3.221647528195425991e-06,3.131000279599227554e-06,3.042007805764690431e-06,2.955994962028363204e-06,2.873862686492145713e-06,2.796056699838622706e-06,2.722576562974587944e-06,2.653020130249927888e-06,2.586656482117533074e-06,2.522519086223251605e-06,2.459510258345787292e-06,2.396507941926362406e-06,2.332466379428854708e-06,2.266503315195844692e-06,2.197967857497928890e-06,2.126484917486237691e-06,2.051974100802933521e-06,1.974642922897285047e-06,1.894956122017177336e-06,1.813584535298451428e-06,1.731338380633884455e-06,1.649090778627071430e-06,1.567697895776820616e-06,1.487922173110112212e-06,1.410364735776603595e-06,1.335412279895864529e-06,1.263202581258671131e-06,1.193611331953836618e-06,1.126261394049365983e-06,1.060553869461355880e-06,9.957187289966196175e-07,9.308812431857438341e-07,8.651391942976482952e-07,7.976449264562868180e-07,7.276857591498320232e-07,6.547562001538165255e-07,5.786157546705528176e-07,4.993269318367965504e-07,4.172692557938284530e-07,3.331266358735929245e-07,2.478472533318232252e-07,1.625770809990378929e-07,7.857015595427729870e-08,-2.919345327978550841e-09,-8.075643958410649859e-08,-1.540478436756753666e-07,-2.222583740559003207e-07,-2.853113784048733059e-07,-3.436632866789246510e-07,-3.983428688587170585e-07,-4.509468429902269149e-07,-5.035850581709688800e-07,-5.587705333136988584e-07,-6.192520771233778198e-07,-6.877899519112593008e-07,-7.668779528468422368e-07,-8.584182229851716750e-07,-9.633579795805327639e-07,-1.081299953207236209e-06,-1.210100607025935138e-06,-1.345471997875498371e-06,-1.480604362026020221e-06,-1.605827084425262563e-06,-1.708325592591087433e-06,-1.771930883152049441e-06,-1.776996852268690821e-06,-1.700378399219822784e-06,-1.515520472248959791e-06,-1.192664918892635123e-06,-6.991783069103078840e-07,7.371880883511039428e-14
2.034361904157400147e-06,3.484835922051843227e-06,4.463595742354442564e-06,5.070610400226271963e-06,5.393351216298469808e-06,5.506835783597452405e-06,5.473974817093996137e-06,5.346181400911476089e-06,5.164197588447549947e-06,4.959090501466256740e-06,4.753369031829102198e-06,4.562172926769747505e-06,4.394488295811349587e-06,4.254347264476265877e-06,4.141974373261803066e-06,4.054848137480249193e-06,3.988652666042646899e-06,3.938101082012757104e-06,3.897619420212272701e-06,3.861886403333514295e-06,3.826230777770334157e-06,3.786893492008225337e-06,3.741166742066148743e-06,3.687425678022826503e-06,3.625071241519783882e-06,3.554404197747551564e-06,3.476450927464291851e-06,3.392761031784097270e-06,3.305195386493764431e-06,3.215721105509494748e-06,3.126227098526612735e-06,3.038370731900386090e-06,2.953462716281940459e-06,2.872393933595063231e-06,2.795604670424722826e-06,2.723093793677300312e-06,2.654462926798828448e-06,2.588988760321431215e-06,2.525715315893073409e-06,2.463557317589071260e-06,2.401405785945609495e-06,2.338227522102886979e-06,2.273151215592683627e-06,2.205534384569496353e-06,2.135007133141630931e-06,2.061490651183994771e-06,1.985190348052778830e-06,1.906565399778514802e-06,1.826278150679483403e-06,1.745128169333698409e-06,1.663976729293636936e-06,1.583668020666006981e-06,1.504953470538028526e-06,1.428425179000880618e-06,1.354463684322126937e-06,1.283204123486703097e-06,1.214523436710024384e-06,1.148049663154959710e-06,1.083192711040514844e-06,1.019194353440999734e-06,9.551937266982779562e-07,8.903033715812469495e-07,8.236899546043563447e-07,7.546532938967898119e-07,6.826972369089467918e-07,6.075863004800785561e-07,5.293827870928025092e-07,4.484602847132368453e-07,3.654909857264687645e-07,2.814060372710591729e-07,1.973300609997563626e-07,1.144929457630450287e-07,3.412390645746166129e-08,-4.266550076778563572e-08,-1.150013123514537217e-07,-1.823609342352372487e-07,-2.446711094665487973e-07,-3.023803918505985067e-07,-3.564969565696129994e-07,-4.085836345264770575e-07,-4.607036271555425833e-07,-5.153123912964019393e-07,-5.750935901834008934e-07,-6.427396954562791809e-07,-7.206806732044934716e-07,-8.107670674420766610e-07,-9.139165738124635507e-07,-1.029735742408451060e-06,-1.156130635789932859e-06,-1.288921983691113105e-06,-1.421481526905302856e-06,-1.544406757254205426e-06,-1.645251091797299281e-06,-1.708325653799070559e-06,-1.714587277653039504e-06,-1.641625156086979134e-06,-1.463755768057887000e-06,-1.152232462559975995e-06,-6.755724377639684558e-07,9.658940314238861902e-15
1.986122749819685396e-06,3.402225524085089603e-06,4.357894415663032817e-06,4.950767909739361983e-06,5.266257184777245470e-06,5.377595257205491919e-06,5.346181432663854594e-06,5.222181380326595956e-06,5.045338724252168561e-06,4.845951337761889022e-06,4.645964555294312959e-06,4.460134216288658138e-06,4.297214701409757254e-06,4.161130748969732451e-06,4.052096628903711917e-06,3.967651951430894997e-06,3.903589729015166654e-06,3.854758998333984721e-06,3.815731079548356774e-06,3.781325103036081714e-06,3.746994560183125600e-06,3.709082073588554351e-06,3.664954200233161430e-06,3.613031732685456632e-06,3.552733547018682714e-06,3.484353589100486204e-06,3.408891047551598774e-06,3.327853251633428044e-06,3.243049430667888089e-06,3.156391337411079689e-06,3.069714027081893448e-06,2.984626981006321955e-06,2.902402465143616439e-06,2.823904693083356676e-06,2.749560209180934578e-06,2.679367057223380755e-06,2.612937904045153914e-06,2.549570421117586250e-06,2.488336958705872348e-06,2.428184916247744241e-06,2.368039181577241692e-06,2.306898559178982566e-06,2.243919150657358585e-06,2.178479092007634677e-06,2.110220777118421154e-06,2.039068581538572289e-06,1.965222015676282297e-06,1.889126053034040353e-06,1.811421993402895225e-06,1.732883529614870355e-06,1.654343618401332705e-06,1.576618264303997208e-06,1.500433389478583734e-06,1.426360590139896800e-06,1.354766806349605446e-06,1.285781816212638873e-06,1.219286085596404945e-06,1.154919957641054040e-06,1.092113554493345795e-06,1.030135192398029531e-06,9.681546881273872529e-07,9.053167519951221820e-07,8.408187980174508525e-07,7.739870194756193200e-07,7.043445138243953352e-07,6.316656058630298887e-07,5.560113011393585936e-07,4.777419639959146203e-07,3.975047930676600672e-07,3.161953832306330092e-07,2.348945172675476201e-07,1.547832201367893568e-07,7.704091582044769737e-08,2.733150841066622760e-09,-6.730332205787115107e-08,-1.325693523637760940e-07,-1.929968440096685445e-07,-2.490175972369446100e-07,-3.015988073902520217e-07,-3.522375265352373219e-07,-4.029079244110417291e-07,-4.559571543209794964e-07,-5.139479522051765281e-07,-5.794486832768480644e-07,-6.547742797749500632e-07,-7.416842648716101549e-07,-8.410467033908436418e-07,-9.524793297115835555e-07,-1.073981161293577347e-06,-1.201569504711771930e-06,-1.328938308883809150e-06,-1.447154256202336231e-06,-1.544406759878842045e-06,-1.605827146006211237e-06,-1.613390750914399374e-06,-1.545913507246341606e-06,-1.379151884792206850e-06,-1.086011894493605495e-06,-6.368693622677609051e-07,5.384581669432009221e-14
1.917691404340615691e-06,3.285016965226539298e-06,4.207876545869737583e-06,4.780594728748255307e-06,5.085658518089175573e-06,5.193772328881962608e-06,5.164197632412381722e-06,5.045338741127558535e-06,4.875531981252123614e-06,4.683992951615145728e-06,4.491875669199174581e-06,4.313398134003776363e-06,4.156991055492831322e-06,4.026430029169247859e-06,3.921916106097711463e-06,3.841075224553236467e-06,3.779853119723064481e-06,3.733288779561583226e-06,3.696156063104361067e-06,3.663469405501551535e-06,3.630855436087543353e-06,3.594797568284846534e-06,3.552765046044292774e-06,3.503241431834780428e-06,3.445669994217581689e-06,3.380334895997094691e-06,3.308197522144951108e-06,3.230706754342449472e-06,3.149600638741034686e-06,3.066714821531313362e-06,2.983810498236039166e-06,2.902431637030744582e-06,2.823798050277659399e-06,2.748737700453141031e-06,2.677658588301490283e-06,2.610557849669348229e-06,2.547063381652669989e-06,2.486501541332231113e-06,2.427983258779242703e-06,2.370500302439904061e-06,2.313023429012517340e-06,2.254594675621390820e-06,2.194407070499337920e-06,2.131866425170159118e-06,2.066631528852003186e-06,1.998630876409723811e-06,1.928055892996827225e-06,1.855332359079753246e-06,1.781073275974875969e-06,1.706017656866176679e-06,1.630960614229515215e-06,1.556680587710967956e-06,1.483869605495291566e-06,1.413072111183799606e-06,1.344637135053394772e-06,1.278687515648968542e-06,1.215108558411115425e-06,1.153557033978236390e-06,1.093489884113063582e-06,1.034210507636079690e-06,9.749291459276721028e-07,9.148327722724447497e-07,8.531590733745764155e-07,7.892686675475824032e-07,7.227096547463007781e-07,6.532689551252968130e-07,5.810056504240712627e-07,5.062626581564533268e-07,4.296544826032366871e-07,3.520304209178592991e-07,2.744143642735563660e-07,1.979241227301198336e-07,1.236749089320032802e-07,5.267313974571807833e-08,-1.429204151207064122e-08,-7.675124101547137201e-08,-1.346425575719789602e-07,-1.883758872257834671e-07,-2.388656050039683620e-07,-2.875244518515951420e-07,-3.362129285637560638e-07,-3.871403818234836480e-07,-4.427161783889660418e-07,-5.053518163430220644e-07,-5.772173975859135053e-07,-6.599584754015536125e-07,-7.543817655995474492e-07,-8.601204522437622124e-07,-9.752917200815322540e-07,-1.096160599923026724e-06,-1.216825143811849086e-06,-1.328938292070001859e-06,-1.421481515760138203e-06,-1.480604410550572653e-06,-1.489542892596246865e-06,-1.428626551447376158e-06,-1.275383113669929097e-06,-1.004744952888634441e-06,-5.893592568831981099e-07,5.551115123125782702e-14
1.840642901540512355e-06,3.153042460568578065e-06,4.038944438455871477e-06,4.588940458960522051e-06,4.882224923896671953e-06,4.986656207517370376e-06,4.959090534661925176e-06,4.845951345422427892e-06,4.683992939402692457e-06,4.501214796448493871e-06,4.317882174476039836e-06,4.147609335758417615e-06,3.998463926402351376e-06,3.874054481434185959e-06,3.774567532865980013e-06,3.697726128404354995e-06,3.639647480957464154e-06,3.595583679905089980e-06,3.560535666302655500e-06,3.529736724017240590e-06,3.499007388385599882e-06,3.464988657664314076e-06,3.425264631151669903e-06,3.378389008323878784e-06,3.323832232449142055e-06,3.261867420389918948e-06,3.193413600111050243e-06,3.119854257604970371e-06,3.042847859902053642e-06,2.964145024875186607e-06,2.885424482013121406e-06,2.808157098299624010e-06,2.733504200769232284e-06,2.662253369534184344e-06,2.594791991272771270e-06,2.531116253035037289e-06,2.470871081183823037e-06,2.413414835422678095e-06,2.357901441540910525e-06,2.303372077627763304e-06,2.248848543606740691e-06,2.193420952645297461e-06,2.136323365653503004e-06,2.076992317190384796e-06,2.015104766162068017e-06,1.950593731814276310e-06,1.883641612965281098e-06,1.814652844434050394e-06,1.744208997234153458e-06,1.673010602942781588e-06,1.601810814488846546e-06,1.531346452143811376e-06,1.462272023661226328e-06,1.395101944523524651e-06,1.330165468466093515e-06,1.267577809271891454e-06,1.207229677918641997e-06,1.148796054367684505e-06,1.091763556670954927e-06,1.035474360311372521e-06,9.791833484457113101e-07,9.221241264872892529e-07,8.635787788063842285e-07,8.029458358899121961e-07,7.398008934345057241e-07,6.739446766212964235e-07,6.054340739858332654e-07,5.345927286959373248e-07,4.619991155613289990e-07,3.884515782648367832e-07,3.149114589720558577e-07,2.424271313070103240e-07,1.720433428220591310e-07,1.047016896030261712e-07,4.113919288561973531e-08,-1.820725151896462890e-08,-7.328238934428688012e-08,-1.244719808578265141e-07,-1.726324455157690618e-07,-2.190841724356018538e-07,-2.655633006137803065e-07,-3.141285622385026066e-07,-3.670218679720921306e-07,-4.264836198156207736e-07,-4.945261443643766963e-07,-5.726710510991356307e-07,-6.616586088158127321e-07,-7.611392962977511778e-07,-8.693594121186865031e-07,-9.828539304672020971e-07,-1.096160593623378421e-06,-1.201569482392819688e-06,-1.288921970541041795e-06,-1.345472045405186889e-06,-1.355821480007474850e-06,-1.301938320118212200e-06,-1.163265663680929790e-06,-9.169248507850426277e-07,-5.380140517298459546e-07,5.440092820663267048e-14
